,estimator,min_score,mean_score,max_score,std_score,C,algorithm,alpha,criterion,gamma,hidden_layer_sizes,kernel,learning_rate,max_depth,n_estimators,n_neighbors,solver,splitter,weights
2022,extra_tree,0.7448979591836735,0.7908163265306123,0.8622448979591837,0.03912303982179757,,,,entropy,,,,,,41,,,,
1932,extra_tree,0.7448979591836735,0.7918367346938776,0.8469387755102041,0.035845240959694484,,,,gini,,,,,,53,,,,
1967,extra_tree,0.7448979591836735,0.7857142857142858,0.8469387755102041,0.03636434628817442,,,,gini,,,,,,158,,,,
2061,extra_tree,0.75,0.7877551020408163,0.8469387755102041,0.033935283976154904,,,,entropy,,,,,,158,,,,
1972,extra_tree,0.7653061224489796,0.7928571428571429,0.8418367346938775,0.02805658588748475,,,,gini,,,,,,173,,,,
2082,extra_tree,0.75,0.786734693877551,0.8418367346938775,0.031185115897828825,,,,entropy,,,,,,221,,,,
2088,extra_tree,0.75,0.7857142857142858,0.8418367346938775,0.03290717448285123,,,,entropy,,,,,,239,,,,
1988,extra_tree,0.7448979591836735,0.7846938775510205,0.8418367346938775,0.03344075430239578,,,,gini,,,,,,221,,,,
2060,extra_tree,0.7397959183673469,0.7816326530612245,0.8418367346938775,0.033596076802355775,,,,entropy,,,,,,155,,,,
2095,extra_tree,0.7397959183673469,0.7877551020408163,0.8418367346938775,0.03659269607559411,,,,entropy,,,,,,260,,,,
2070,extra_tree,0.7397959183673469,0.7795918367346939,0.8418367346938775,0.03451333576589339,,,,entropy,,,,,,185,,,,
1954,extra_tree,0.75,0.7836734693877552,0.8418367346938775,0.033315974933294926,,,,gini,,,,,,119,,,,
1989,extra_tree,0.7448979591836735,0.7857142857142858,0.8367346938775511,0.03044170181668632,,,,gini,,,,,,224,,,,
1984,extra_tree,0.7653061224489796,0.7877551020408162,0.8367346938775511,0.025530604088156758,,,,gini,,,,,,209,,,,
1937,extra_tree,0.7346938775510204,0.7836734693877552,0.8367346938775511,0.036876144897127865,,,,gini,,,,,,68,,,,
2058,extra_tree,0.7602040816326531,0.7948979591836735,0.8367346938775511,0.02911294411772879,,,,entropy,,,,,,149,,,,
1975,extra_tree,0.7551020408163265,0.7918367346938775,0.8367346938775511,0.029291224682463958,,,,gini,,,,,,182,,,,
1779,random_forest,0.7244897959183674,0.7704081632653061,0.8367346938775511,0.037906480859197365,,,,gini,,,,,,158,,,,
2039,extra_tree,0.7193877551020408,0.7826530612244899,0.8367346938775511,0.03771371145423743,,,,entropy,,,,,,92,,,,
2065,extra_tree,0.7346938775510204,0.7826530612244899,0.8367346938775511,0.03378152113723847,,,,entropy,,,,,,170,,,,
2028,extra_tree,0.7142857142857143,0.7826530612244899,0.8367346938775511,0.039730453742717935,,,,entropy,,,,,,59,,,,
1964,extra_tree,0.7602040816326531,0.786734693877551,0.8367346938775511,0.027266100440586524,,,,gini,,,,,,149,,,,
2029,extra_tree,0.75,0.7806122448979591,0.8316326530612245,0.029749754565537242,,,,entropy,,,,,,62,,,,
2081,extra_tree,0.75,0.7826530612244899,0.8316326530612245,0.028425282198334928,,,,entropy,,,,,,218,,,,
2006,extra_tree,0.7551020408163265,0.789795918367347,0.8316326530612245,0.026491336705606477,,,,gini,,,,,,275,,,,
3606,mlp,0.6122448979591837,0.6755102040816326,0.8316326530612245,0.08077354051903386,,,3e-05,,,"(8, 15)",,,,,,lbfgs,,
1997,extra_tree,0.7602040816326531,0.7887755102040817,0.8316326530612245,0.02427628010891901,,,,gini,,,,,,248,,,,
1869,random_forest,0.7091836734693877,0.7612244897959183,0.8316326530612245,0.045451137655755286,,,,entropy,,,,,,146,,,,
1987,extra_tree,0.7653061224489796,0.7877551020408162,0.8316326530612245,0.024701466197775933,,,,gini,,,,,,218,,,,
2014,extra_tree,0.75,0.7918367346938776,0.8316326530612245,0.027645341192130746,,,,gini,,,,,,299,,,,
2830,mlp,0.6938775510204082,0.7571428571428571,0.8316326530612245,0.04396052903783267,,,5e-06,,,"(13, 19)",,,,,,lbfgs,,
2099,extra_tree,0.7551020408163265,0.7887755102040815,0.8316326530612245,0.02593523474926293,,,,entropy,,,,,,272,,,,
2018,extra_tree,0.7295918367346939,0.7693877551020407,0.8316326530612245,0.03613455348903218,,,,entropy,,,,,,29,,,,
2101,extra_tree,0.7704081632653061,0.7948979591836735,0.8316326530612245,0.02174211811496174,,,,entropy,,,,,,278,,,,
1894,random_forest,0.7346938775510204,0.7755102040816326,0.8316326530612245,0.03337842292611454,,,,entropy,,,,,,221,,,,
2027,extra_tree,0.7091836734693877,0.7775510204081633,0.8316326530612245,0.04050904743118206,,,,entropy,,,,,,56,,,,
2050,extra_tree,0.7448979591836735,0.7877551020408163,0.8316326530612245,0.03037321646150451,,,,entropy,,,,,,125,,,,
1980,extra_tree,0.7551020408163265,0.7826530612244899,0.8316326530612245,0.02633364877666111,,,,gini,,,,,,197,,,,
1849,random_forest,0.7193877551020408,0.7602040816326531,0.8316326530612245,0.038180177416060626,,,,entropy,,,,,,86,,,,
2045,extra_tree,0.7397959183673469,0.7755102040816326,0.8316326530612245,0.0330650035633054,,,,entropy,,,,,,110,,,,
1979,extra_tree,0.75,0.7857142857142858,0.8316326530612245,0.029924241425745256,,,,gini,,,,,,194,,,,
1970,extra_tree,0.7448979591836735,0.7857142857142858,0.8316326530612245,0.030441701816686307,,,,gini,,,,,,167,,,,
1925,extra_tree,0.7448979591836735,0.7887755102040817,0.826530612244898,0.034392448053781055,,,,gini,,,,,,32,,,,
1939,extra_tree,0.7602040816326531,0.7928571428571428,0.826530612244898,0.025935234749262927,,,,gini,,,,,,74,,,,
1768,random_forest,0.7091836734693877,0.7571428571428571,0.826530612244898,0.04025118963942047,,,,gini,,,,,,125,,,,
2048,extra_tree,0.7397959183673469,0.773469387755102,0.826530612244898,0.030714116210800852,,,,entropy,,,,,,119,,,,
3496,mlp,0.5306122448979592,0.6887755102040817,0.826530612244898,0.09626511359241431,,,2.5e-05,,,"(13, 13)",,,,,,lbfgs,,
1864,random_forest,0.7244897959183674,0.7683673469387755,0.826530612244898,0.03659269607559411,,,,entropy,,,,,,131,,,,
1944,extra_tree,0.7346938775510204,0.7744897959183674,0.826530612244898,0.034513335765893396,,,,gini,,,,,,89,,,,
1969,extra_tree,0.7448979591836735,0.7816326530612245,0.826530612244898,0.026881509943509165,,,,gini,,,,,,164,,,,
2036,extra_tree,0.7602040816326531,0.7938775510204081,0.826530612244898,0.02491133799129326,,,,entropy,,,,,,83,,,,
2002,extra_tree,0.7551020408163265,0.7857142857142858,0.826530612244898,0.02641261041947917,,,,gini,,,,,,263,,,,
1867,random_forest,0.7346938775510204,0.7724489795918368,0.826530612244898,0.034693877551020415,,,,entropy,,,,,,140,,,,
2078,extra_tree,0.7397959183673469,0.7795918367346939,0.826530612244898,0.03118511589782884,,,,entropy,,,,,,209,,,,
2005,extra_tree,0.7448979591836735,0.7816326530612245,0.826530612244898,0.02688150994350916,,,,gini,,,,,,272,,,,
3440,mlp,0.6581632653061225,0.7214285714285713,0.826530612244898,0.060074228691979696,,,2.5e-05,,,"(8, 17)",,,,,,lbfgs,,
2072,extra_tree,0.7551020408163265,0.7857142857142858,0.826530612244898,0.02660898940899043,,,,entropy,,,,,,191,,,,
1806,random_forest,0.7397959183673469,0.7724489795918368,0.826530612244898,0.03236479903500757,,,,gini,,,,,,239,,,,
1966,extra_tree,0.7397959183673469,0.7806122448979592,0.826530612244898,0.03194382824999702,,,,gini,,,,,,155,,,,
2007,extra_tree,0.7551020408163265,0.7836734693877551,0.826530612244898,0.023843513154179454,,,,gini,,,,,,278,,,,
1959,extra_tree,0.75,0.7826530612244899,0.826530612244898,0.028056585887484754,,,,gini,,,,,,134,,,,
1793,random_forest,0.7091836734693877,0.7612244897959184,0.826530612244898,0.04174953580709958,,,,gini,,,,,,200,,,,
2062,extra_tree,0.7397959183673469,0.7826530612244897,0.826530612244898,0.03268493342458566,,,,entropy,,,,,,161,,,,
2085,extra_tree,0.7448979591836735,0.7826530612244899,0.826530612244898,0.029854569057811822,,,,entropy,,,,,,230,,,,
4191,mlp,0.6326530612244898,0.7091836734693878,0.826530612244898,0.06628727252617027,,,4.5e-05,,,"(15, 12)",,,,,,lbfgs,,
2102,extra_tree,0.75,0.789795918367347,0.826530612244898,0.026095330311315158,,,,entropy,,,,,,281,,,,
3696,mlp,0.6479591836734694,0.7295918367346939,0.826530612244898,0.05923642968857141,,,3e-05,,,"(16, 9)",,,,,,lbfgs,,
2100,extra_tree,0.7551020408163265,0.7857142857142857,0.826530612244898,0.026412610419479163,,,,entropy,,,,,,275,,,,
1917,random_forest,0.7346938775510204,0.7744897959183674,0.826530612244898,0.03451333576589339,,,,entropy,,,,,,290,,,,
1927,extra_tree,0.7448979591836735,0.7826530612244899,0.826530612244898,0.02653061224489795,,,,gini,,,,,,38,,,,
1928,extra_tree,0.7397959183673469,0.7775510204081633,0.826530612244898,0.027870408742342184,,,,gini,,,,,,41,,,,
2097,extra_tree,0.7602040816326531,0.7846938775510204,0.826530612244898,0.02569322104492688,,,,entropy,,,,,,266,,,,
1929,extra_tree,0.7244897959183674,0.7724489795918367,0.826530612244898,0.03701705540248379,,,,gini,,,,,,44,,,,
2106,extra_tree,0.75,0.7846938775510204,0.826530612244898,0.026294079034132924,,,,entropy,,,,,,293,,,,
1931,extra_tree,0.75,0.7724489795918368,0.826530612244898,0.028241535720608273,,,,gini,,,,,,50,,,,
2092,extra_tree,0.7551020408163265,0.7877551020408162,0.826530612244898,0.024276280108919038,,,,entropy,,,,,,251,,,,
1907,random_forest,0.7346938775510204,0.7765306122448979,0.826530612244898,0.03481371859026935,,,,entropy,,,,,,260,,,,
2091,extra_tree,0.7653061224489796,0.7857142857142857,0.826530612244898,0.02235602275531293,,,,entropy,,,,,,248,,,,
2090,extra_tree,0.7397959183673469,0.7826530612244897,0.826530612244898,0.030028446876657483,,,,entropy,,,,,,245,,,,
3524,mlp,0.6173469387755102,0.7020408163265307,0.826530612244898,0.07176306519394796,,,2.5e-05,,,"(15, 17)",,,,,,lbfgs,,
2020,extra_tree,0.7193877551020408,0.7765306122448979,0.826530612244898,0.03782398569969519,,,,entropy,,,,,,35,,,,
1936,extra_tree,0.7142857142857143,0.7755102040816327,0.826530612244898,0.037768888823105605,,,,gini,,,,,,65,,,,
2054,extra_tree,0.7551020408163265,0.7867346938775511,0.826530612244898,0.026294079034132938,,,,entropy,,,,,,137,,,,
1789,random_forest,0.7244897959183674,0.7755102040816326,0.826530612244898,0.03776888882310561,,,,gini,,,,,,188,,,,
2051,extra_tree,0.7448979591836735,0.7795918367346938,0.8214285714285714,0.02486950532031414,,,,entropy,,,,,,128,,,,
2052,extra_tree,0.75,0.7816326530612244,0.8214285714285714,0.029993751952447065,,,,entropy,,,,,,131,,,,
2044,extra_tree,0.7448979591836735,0.7795918367346939,0.8214285714285714,0.028753066946133388,,,,entropy,,,,,,107,,,,
1842,random_forest,0.7295918367346939,0.7663265306122449,0.8214285714285714,0.031185115897828814,,,,entropy,,,,,,65,,,,
480,svm,0.7244897959183674,0.7724489795918368,0.8214285714285714,0.03393528397615486,40.6,,,,scale,,rbf,,,,,,,
2049,extra_tree,0.7551020408163265,0.7867346938775511,0.8214285714285714,0.024017555705999633,,,,entropy,,,,,,122,,,,
1831,random_forest,0.7142857142857143,0.763265306122449,0.8214285714285714,0.035141174199433786,,,,entropy,,,,,,32,,,,
2024,extra_tree,0.75,0.7714285714285714,0.8214285714285714,0.02668713638902452,,,,entropy,,,,,,47,,,,
2038,extra_tree,0.75,0.7846938775510204,0.8214285714285714,0.027833023871399687,,,,entropy,,,,,,89,,,,
2031,extra_tree,0.7704081632653061,0.7846938775510204,0.8214285714285714,0.0186486396760174,,,,entropy,,,,,,68,,,,
1788,random_forest,0.7397959183673469,0.7704081632653061,0.8214285714285714,0.030781843120404804,,,,gini,,,,,,185,,,,
2023,extra_tree,0.7091836734693877,0.7714285714285714,0.8214285714285714,0.037686092474733444,,,,entropy,,,,,,44,,,,
2013,extra_tree,0.7346938775510204,0.7826530612244899,0.8214285714285714,0.028969529727710972,,,,gini,,,,,,296,,,,
496,svm,0.7244897959183674,0.7724489795918368,0.8214285714285714,0.03393528397615486,42.6,,,,scale,,rbf,,,,,,,
492,svm,0.7244897959183674,0.7724489795918368,0.8214285714285714,0.03393528397615486,42.1,,,,scale,,rbf,,,,,,,
1962,extra_tree,0.75,0.7806122448979591,0.8214285714285714,0.027189617539743315,,,,gini,,,,,,143,,,,
1963,extra_tree,0.7448979591836735,0.7744897959183673,0.8214285714285714,0.026491336705606456,,,,gini,,,,,,146,,,,
1758,random_forest,0.7091836734693877,0.7622448979591836,0.8214285714285714,0.04214668658788446,,,,gini,,,,,,95,,,,
1764,random_forest,0.7142857142857143,0.7602040816326532,0.8214285714285714,0.0399134841134856,,,,gini,,,,,,113,,,,
488,svm,0.7244897959183674,0.7714285714285716,0.8214285714285714,0.03405779442505843,41.6,,,,scale,,rbf,,,,,,,
1976,extra_tree,0.7551020408163265,0.7836734693877551,0.8214285714285714,0.02427628010891902,,,,gini,,,,,,185,,,,
1977,extra_tree,0.75,0.7846938775510204,0.8214285714285714,0.023134253160723737,,,,gini,,,,,,188,,,,
1983,extra_tree,0.7602040816326531,0.7877551020408162,0.8214285714285714,0.023402744777917782,,,,gini,,,,,,206,,,,
1778,random_forest,0.7397959183673469,0.7775510204081633,0.8214285714285714,0.03054414193284849,,,,gini,,,,,,155,,,,
484,svm,0.7244897959183674,0.7714285714285716,0.8214285714285714,0.03405779442505843,41.1,,,,scale,,rbf,,,,,,,
1986,extra_tree,0.7551020408163265,0.7887755102040817,0.8214285714285714,0.022262677784970854,,,,gini,,,,,,215,,,,
1783,random_forest,0.7397959183673469,0.7755102040816326,0.8214285714285714,0.03258922331157409,,,,gini,,,,,,170,,,,
1990,extra_tree,0.7346938775510204,0.7755102040816326,0.8214285714285714,0.0304417018166863,,,,gini,,,,,,227,,,,
1791,random_forest,0.7244897959183674,0.7704081632653061,0.8214285714285714,0.03925588584014558,,,,gini,,,,,,194,,,,
1996,extra_tree,0.7551020408163265,0.7795918367346939,0.8214285714285714,0.02335821049440734,,,,gini,,,,,,245,,,,
1998,extra_tree,0.75,0.7846938775510204,0.8214285714285714,0.029112944117728783,,,,gini,,,,,,251,,,,
1999,extra_tree,0.7448979591836735,0.7785714285714287,0.8214285714285714,0.027112918888951856,,,,gini,,,,,,254,,,,
1957,extra_tree,0.7448979591836735,0.7816326530612244,0.8214285714285714,0.02688150994350914,,,,gini,,,,,,128,,,,
2004,extra_tree,0.75,0.7846938775510204,0.8214285714285714,0.02401755570599962,,,,gini,,,,,,269,,,,
2994,mlp,0.5714285714285714,0.7173469387755101,0.8214285714285714,0.08154331846533489,,,1e-05,,,"(13, 15)",,,,,,lbfgs,,
2009,extra_tree,0.7602040816326531,0.7887755102040815,0.8214285714285714,0.02295351403918773,,,,gini,,,,,,284,,,,
1845,random_forest,0.7397959183673469,0.7785714285714286,0.8214285714285714,0.029854569057811826,,,,entropy,,,,,,74,,,,
500,svm,0.7244897959183674,0.773469387755102,0.8214285714285714,0.03393528397615486,43.1,,,,scale,,rbf,,,,,,,
4113,mlp,0.5816326530612245,0.7,0.8214285714285714,0.08030813212224898,,,4.5e-05,,,"(8, 18)",,,,,,lbfgs,,
1887,random_forest,0.7448979591836735,0.7704081632653061,0.8214285714285714,0.02957423825752944,,,,entropy,,,,,,200,,,,
2071,extra_tree,0.7551020408163265,0.786734693877551,0.8214285714285714,0.025693221044926887,,,,entropy,,,,,,188,,,,
2094,extra_tree,0.7551020408163265,0.7857142857142857,0.8214285714285714,0.024994793293705894,,,,entropy,,,,,,257,,,,
1877,random_forest,0.7193877551020408,0.7683673469387754,0.8214285714285714,0.03616335744218235,,,,entropy,,,,,,170,,,,
3367,mlp,0.6326530612244898,0.726530612244898,0.8214285714285714,0.05972657398637507,,,2e-05,,,"(16, 16)",,,,,,lbfgs,,
2108,extra_tree,0.7397959183673469,0.7806122448979591,0.8214285714285714,0.026412610419479142,,,,entropy,,,,,,299,,,,
1880,random_forest,0.7244897959183674,0.7642857142857143,0.8214285714285714,0.03555357426568233,,,,entropy,,,,,,179,,,,
2075,extra_tree,0.75,0.7826530612244897,0.8214285714285714,0.02427628010891902,,,,entropy,,,,,,200,,,,
1881,random_forest,0.7397959183673469,0.7765306122448979,0.8214285714285714,0.030849421342512173,,,,entropy,,,,,,182,,,,
1935,extra_tree,0.7448979591836735,0.7816326530612244,0.8214285714285714,0.02801944942397138,,,,gini,,,,,,62,,,,
2077,extra_tree,0.7653061224489796,0.7887755102040817,0.8214285714285714,0.02154970620606415,,,,entropy,,,,,,206,,,,
1933,extra_tree,0.7346938775510204,0.773469387755102,0.8214285714285714,0.033935283976154855,,,,gini,,,,,,56,,,,
2069,extra_tree,0.75,0.7836734693877551,0.8214285714285714,0.027304261551550305,,,,entropy,,,,,,182,,,,
2079,extra_tree,0.7346938775510204,0.7795918367346938,0.8214285714285714,0.028753066946133398,,,,entropy,,,,,,212,,,,
1924,extra_tree,0.7346938775510204,0.7724489795918368,0.8214285714285714,0.03362705521078382,,,,gini,,,,,,29,,,,
2080,extra_tree,0.7397959183673469,0.7775510204081633,0.8214285714285714,0.027682979522960276,,,,entropy,,,,,,215,,,,
1893,random_forest,0.7295918367346939,0.7693877551020408,0.8214285714285714,0.03297039677837451,,,,entropy,,,,,,218,,,,
1896,random_forest,0.7295918367346939,0.7673469387755103,0.8214285714285714,0.03187857010574144,,,,entropy,,,,,,227,,,,
2103,extra_tree,0.7602040816326531,0.786734693877551,0.8214285714285714,0.02025452371559102,,,,entropy,,,,,,284,,,,
1898,random_forest,0.7295918367346939,0.7693877551020407,0.8214285714285714,0.03405779442505842,,,,entropy,,,,,,233,,,,
3679,mlp,0.5459183673469388,0.7193877551020408,0.8214285714285714,0.09357760422947245,,,3e-05,,,"(14, 16)",,,,,,lbfgs,,
2086,extra_tree,0.7397959183673469,0.7795918367346939,0.8214285714285714,0.02893356505868945,,,,entropy,,,,,,233,,,,
2087,extra_tree,0.7755102040816326,0.7918367346938775,0.8214285714285714,0.01864863967601741,,,,entropy,,,,,,236,,,,
1942,extra_tree,0.7448979591836735,0.7887755102040817,0.8214285714285714,0.027112918888951856,,,,gini,,,,,,83,,,,
1875,random_forest,0.7193877551020408,0.7683673469387755,0.8214285714285714,0.03839773004536078,,,,entropy,,,,,,164,,,,
2068,extra_tree,0.75,0.7826530612244897,0.8214285714285714,0.026726124191242442,,,,entropy,,,,,,179,,,,
3790,mlp,0.6020408163265306,0.7112244897959183,0.8214285714285714,0.07125342959222893,,,3.5000000000000004e-05,,,"(9, 19)",,,,,,lbfgs,,
2055,extra_tree,0.7602040816326531,0.786734693877551,0.8214285714285714,0.021011490083646927,,,,entropy,,,,,,140,,,,
1852,random_forest,0.7244897959183674,0.7663265306122449,0.8214285714285714,0.03281211263431331,,,,entropy,,,,,,95,,,,
2059,extra_tree,0.75,0.7785714285714286,0.8214285714285714,0.02427628010891901,,,,entropy,,,,,,152,,,,
3296,mlp,0.45408163265306123,0.6520408163265307,0.8214285714285714,0.12066731019668966,,,2e-05,,,"(10, 17)",,,,,,lbfgs,,
1952,extra_tree,0.7551020408163265,0.7836734693877551,0.8214285714285714,0.0273042615515503,,,,gini,,,,,,113,,,,
2623,mlp,0.7040816326530612,0.7438775510204082,0.8214285714285714,0.04048333556097422,,,1.5000000000000002e-05,,,"(16,)",,,,,,lbfgs,,
504,svm,0.7244897959183674,0.7724489795918368,0.8214285714285714,0.033315974933294905,43.6,,,,scale,,rbf,,,,,,,
1949,extra_tree,0.7551020408163265,0.789795918367347,0.8214285714285714,0.027074488084533867,,,,gini,,,,,,104,,,,
1861,random_forest,0.7193877551020408,0.7642857142857143,0.8214285714285714,0.03890954278558697,,,,entropy,,,,,,122,,,,
1904,random_forest,0.7295918367346939,0.7755102040816326,0.8214285714285714,0.03226813938947326,,,,entropy,,,,,,251,,,,
3356,mlp,0.6836734693877551,0.7408163265306122,0.8214285714285714,0.04602029503583542,,,2e-05,,,"(15, 17)",,,,,,lbfgs,,
4182,mlp,0.5612244897959183,0.6908163265306122,0.8214285714285714,0.08268454930564446,,,4.5e-05,,,"(14, 15)",,,,,,lbfgs,,
2064,extra_tree,0.75,0.7846938775510204,0.8214285714285714,0.02486950532031416,,,,entropy,,,,,,167,,,,
444,svm,0.7142857142857143,0.7704081632653061,0.8163265306122449,0.03445294493088599,36.1,,,,scale,,rbf,,,,,,,
456,svm,0.7142857142857143,0.7704081632653061,0.8163265306122449,0.03445294493088599,37.6,,,,scale,,rbf,,,,,,,
464,svm,0.7142857142857143,0.7704081632653061,0.8163265306122449,0.03505217150472994,38.6,,,,scale,,rbf,,,,,,,
424,svm,0.7142857142857143,0.7714285714285715,0.8163265306122449,0.03466385255400619,33.6,,,,scale,,rbf,,,,,,,
440,svm,0.7142857142857143,0.7714285714285715,0.8163265306122449,0.03466385255400619,35.6,,,,scale,,rbf,,,,,,,
2661,mlp,0.6785714285714286,0.736734693877551,0.8163265306122449,0.04973901064062834,,,3e-05,,,"(12,)",,,,,,lbfgs,,
400,svm,0.7193877551020408,0.7714285714285714,0.8163265306122449,0.03281211263431334,30.6,,,,scale,,rbf,,,,,,,
404,svm,0.7193877551020408,0.7714285714285714,0.8163265306122449,0.03281211263431334,31.1,,,,scale,,rbf,,,,,,,
1958,extra_tree,0.7346938775510204,0.7765306122448979,0.8163265306122449,0.028571428571428577,,,,gini,,,,,,131,,,,
432,svm,0.7142857142857143,0.7714285714285715,0.8163265306122449,0.03466385255400619,34.6,,,,scale,,rbf,,,,,,,
2104,extra_tree,0.7653061224489796,0.786734693877551,0.8163265306122449,0.01999583463496473,,,,entropy,,,,,,287,,,,
448,svm,0.7142857142857143,0.7704081632653061,0.8163265306122449,0.03445294493088599,36.6,,,,scale,,rbf,,,,,,,
2709,mlp,0.6938775510204082,0.7459183673469387,0.8163265306122449,0.04112130955022426,,,4.5e-05,,,"(18,)",,,,,,lbfgs,,
428,svm,0.7142857142857143,0.7714285714285715,0.8163265306122449,0.03466385255400619,34.1,,,,scale,,rbf,,,,,,,
1968,extra_tree,0.7397959183673469,0.7714285714285714,0.8163265306122449,0.026881509943509175,,,,gini,,,,,,161,,,,
452,svm,0.7142857142857143,0.7704081632653061,0.8163265306122449,0.03445294493088599,37.1,,,,scale,,rbf,,,,,,,
1978,extra_tree,0.7551020408163265,0.7877551020408163,0.8163265306122449,0.025119456377737093,,,,gini,,,,,,191,,,,
1973,extra_tree,0.7448979591836735,0.7857142857142858,0.8163265306122449,0.02601540568159582,,,,gini,,,,,,176,,,,
1965,extra_tree,0.75,0.7857142857142857,0.8163265306122449,0.026608989408990397,,,,gini,,,,,,152,,,,
460,svm,0.7142857142857143,0.7704081632653061,0.8163265306122449,0.03445294493088599,38.1,,,,scale,,rbf,,,,,,,
2107,extra_tree,0.7551020408163265,0.7826530612244899,0.8163265306122449,0.025325864583654836,,,,entropy,,,,,,296,,,,
2000,extra_tree,0.7551020408163265,0.7887755102040817,0.8163265306122449,0.022495313964335312,,,,gini,,,,,,257,,,,
396,svm,0.7193877551020408,0.7704081632653061,0.8163265306122449,0.033378422926114565,30.1,,,,scale,,rbf,,,,,,,
352,svm,0.7295918367346939,0.7714285714285715,0.8163265306122449,0.028753066946133426,24.6,,,,scale,,rbf,,,,,,,
2025,extra_tree,0.7397959183673469,0.7714285714285715,0.8163265306122449,0.026881509943509175,,,,entropy,,,,,,50,,,,
2067,extra_tree,0.7602040816326531,0.7846938775510204,0.8163265306122449,0.0207622346422202,,,,entropy,,,,,,176,,,,
360,svm,0.7244897959183674,0.7704081632653061,0.8163265306122449,0.030270197906512912,25.6,,,,scale,,rbf,,,,,,,
2032,extra_tree,0.7295918367346939,0.7714285714285715,0.8163265306122449,0.028019449423971395,,,,entropy,,,,,,71,,,,
356,svm,0.7244897959183674,0.7704081632653061,0.8163265306122449,0.030270197906512912,25.1,,,,scale,,rbf,,,,,,,
476,svm,0.7193877551020408,0.7704081632653061,0.8163265306122449,0.03399659438562794,40.1,,,,scale,,rbf,,,,,,,
2041,extra_tree,0.7602040816326531,0.7846938775510204,0.8163265306122449,0.0207622346422202,,,,entropy,,,,,,98,,,,
2089,extra_tree,0.7551020408163265,0.7816326530612244,0.8163265306122449,0.021011490083646965,,,,entropy,,,,,,242,,,,
472,svm,0.7142857142857143,0.7693877551020408,0.8163265306122449,0.035553574265682335,39.6,,,,scale,,rbf,,,,,,,
2043,extra_tree,0.75,0.7795918367346939,0.8163265306122449,0.02609533031131515,,,,entropy,,,,,,104,,,,
468,svm,0.7142857142857143,0.7704081632653061,0.8163265306122449,0.03505217150472994,39.1,,,,scale,,rbf,,,,,,,
348,svm,0.7295918367346939,0.7714285714285715,0.8163265306122449,0.028753066946133426,24.1,,,,scale,,rbf,,,,,,,
2057,extra_tree,0.75,0.7826530612244897,0.8163265306122449,0.025935234749262938,,,,entropy,,,,,,146,,,,
2056,extra_tree,0.75,0.7846938775510204,0.8163265306122449,0.025284717741558906,,,,entropy,,,,,,143,,,,
364,svm,0.7244897959183674,0.7704081632653061,0.8163265306122449,0.030270197906512912,26.1,,,,scale,,rbf,,,,,,,
2021,extra_tree,0.7346938775510204,0.7755102040816325,0.8163265306122449,0.026412610419479145,,,,entropy,,,,,,38,,,,
2019,extra_tree,0.7244897959183674,0.7663265306122449,0.8163265306122449,0.03168198917604086,,,,entropy,,,,,,32,,,,
368,svm,0.7193877551020408,0.7693877551020407,0.8163265306122449,0.031845890886382136,26.6,,,,scale,,rbf,,,,,,,
2011,extra_tree,0.7448979591836735,0.78265306122449,0.8163265306122449,0.02491133799129327,,,,gini,,,,,,290,,,,
2073,extra_tree,0.7448979591836735,0.7785714285714287,0.8163265306122449,0.023624156944469843,,,,entropy,,,,,,194,,,,
2008,extra_tree,0.7602040816326531,0.7826530612244899,0.8163265306122449,0.020047839494273995,,,,gini,,,,,,281,,,,
372,svm,0.7193877551020408,0.7693877551020407,0.8163265306122449,0.031845890886382136,27.1,,,,scale,,rbf,,,,,,,
376,svm,0.7193877551020408,0.7704081632653061,0.8163265306122449,0.032106393311331194,27.6,,,,scale,,rbf,,,,,,,
2003,extra_tree,0.7602040816326531,0.7857142857142857,0.8163265306122449,0.01853663482100506,,,,gini,,,,,,266,,,,
2001,extra_tree,0.7602040816326531,0.789795918367347,0.8163265306122449,0.021980264518916333,,,,gini,,,,,,260,,,,
344,svm,0.7295918367346939,0.7714285714285715,0.8163265306122449,0.028753066946133426,23.6,,,,scale,,rbf,,,,,,,
380,svm,0.7193877551020408,0.7714285714285714,0.8163265306122449,0.03249323128181769,28.1,,,,scale,,rbf,,,,,,,
1995,extra_tree,0.7448979591836735,0.7816326530612245,0.8163265306122449,0.027266100440586503,,,,gini,,,,,,242,,,,
2083,extra_tree,0.7551020408163265,0.7836734693877552,0.8163265306122449,0.02295351403918776,,,,entropy,,,,,,224,,,,
1994,extra_tree,0.75,0.7806122448979591,0.8163265306122449,0.023930692652160357,,,,gini,,,,,,239,,,,
1993,extra_tree,0.7653061224489796,0.7857142857142858,0.8163265306122449,0.019360883633683976,,,,gini,,,,,,236,,,,
1956,extra_tree,0.7448979591836735,0.7816326530612245,0.8163265306122449,0.0287530669461334,,,,gini,,,,,,125,,,,
1751,random_forest,0.7040816326530612,0.7632653061224489,0.8163265306122449,0.04312356450839887,,,,gini,,,,,,74,,,,
528,svm,0.7244897959183674,0.7714285714285715,0.8163265306122449,0.03184589088638211,46.6,,,,scale,,rbf,,,,,,,
1776,random_forest,0.7346938775510204,0.7714285714285715,0.8163265306122449,0.030849421342512194,,,,gini,,,,,,149,,,,
